0.11;0.1;0.2;0.1;0.5;0.4;0.1
0.11;0.1;0.2;0.1;0.75;0.4;0.1
0.11;0.1;0.2;0.1;0.9;0.4;0.1
0.11;0.1;0.2;0.1;0.5;0.426315789473684;0.1
0.11;0.1;0.2;0.1;0.75;0.426315789473684;0.1
0.11;0.1;0.2;0.1;0.9;0.426315789473684;0.1
0.11;0.1;0.2;0.1;0.5;0.452631578947368;0.1
0.11;0.1;0.2;0.1;0.75;0.452631578947368;0.1
0.11;0.1;0.2;0.1;0.9;0.452631578947368;0.1
0.11;0.1;0.2;0.1;0.5;0.478947368421053;0.1
0.11;0.1;0.2;0.1;0.75;0.478947368421053;0.1
0.11;0.1;0.2;0.1;0.9;0.478947368421053;0.1
0.11;0.1;0.2;0.1;0.5;0.505263157894737;0.1
0.11;0.1;0.2;0.1;0.75;0.505263157894737;0.1
0.11;0.1;0.2;0.1;0.9;0.505263157894737;0.1
0.11;0.1;0.2;0.1;0.5;0.531578947368421;0.1
0.11;0.1;0.2;0.1;0.75;0.531578947368421;0.1
0.11;0.1;0.2;0.1;0.9;0.531578947368421;0.1
0.11;0.1;0.2;0.1;0.5;0.557894736842105;0.1
0.11;0.1;0.2;0.1;0.75;0.557894736842105;0.1
0.11;0.1;0.2;0.1;0.9;0.557894736842105;0.1
0.11;0.1;0.2;0.1;0.5;0.58421052631579;0.1
0.11;0.1;0.2;0.1;0.75;0.58421052631579;0.1
0.11;0.1;0.2;0.1;0.9;0.58421052631579;0.1
0.11;0.1;0.2;0.1;0.5;0.610526315789474;0.1
0.11;0.1;0.2;0.1;0.75;0.610526315789474;0.1
0.11;0.1;0.2;0.1;0.9;0.610526315789474;0.1
0.11;0.1;0.2;0.1;0.5;0.636842105263158;0.1
0.11;0.1;0.2;0.1;0.75;0.636842105263158;0.1
0.11;0.1;0.2;0.1;0.9;0.636842105263158;0.1
0.11;0.1;0.2;0.1;0.5;0.663157894736842;0.1
0.11;0.1;0.2;0.1;0.75;0.663157894736842;0.1
0.11;0.1;0.2;0.1;0.9;0.663157894736842;0.1
0.11;0.1;0.2;0.1;0.5;0.689473684210526;0.1
0.11;0.1;0.2;0.1;0.75;0.689473684210526;0.1
0.11;0.1;0.2;0.1;0.9;0.689473684210526;0.1
0.11;0.1;0.2;0.1;0.5;0.715789473684211;0.1
0.11;0.1;0.2;0.1;0.75;0.715789473684211;0.1
0.11;0.1;0.2;0.1;0.9;0.715789473684211;0.1
0.11;0.1;0.2;0.1;0.5;0.742105263157895;0.1
0.11;0.1;0.2;0.1;0.75;0.742105263157895;0.1
0.11;0.1;0.2;0.1;0.9;0.742105263157895;0.1
0.11;0.1;0.2;0.1;0.5;0.768421052631579;0.1
0.11;0.1;0.2;0.1;0.75;0.768421052631579;0.1
0.11;0.1;0.2;0.1;0.9;0.768421052631579;0.1
0.11;0.1;0.2;0.1;0.5;0.794736842105263;0.1
0.11;0.1;0.2;0.1;0.75;0.794736842105263;0.1
0.11;0.1;0.2;0.1;0.9;0.794736842105263;0.1
0.11;0.1;0.2;0.1;0.5;0.821052631578947;0.1
0.11;0.1;0.2;0.1;0.75;0.821052631578947;0.1
0.11;0.1;0.2;0.1;0.9;0.821052631578947;0.1
0.11;0.1;0.2;0.1;0.5;0.847368421052632;0.1
0.11;0.1;0.2;0.1;0.75;0.847368421052632;0.1
0.11;0.1;0.2;0.1;0.9;0.847368421052632;0.1
0.11;0.1;0.2;0.1;0.5;0.873684210526316;0.1
0.11;0.1;0.2;0.1;0.75;0.873684210526316;0.1
0.11;0.1;0.2;0.1;0.9;0.873684210526316;0.1
0.11;0.1;0.2;0.1;0.5;0.9;0.1
0.11;0.1;0.2;0.1;0.75;0.9;0.1
0.11;0.1;0.2;0.1;0.9;0.9;0.1
